SUMLEV|REGION|DIVISION|STATE|COUNTY|STNAME|CTYNAME|CENSUS2010POP|ESTIMATESBASE2010|POPESTIMATE2010|POPESTIMATE2011|POPESTIMATE2012|POPESTIMATE2013|POPESTIMATE2014|POPESTIMATE2015|NPOPCHG_2010|NPOPCHG_2011|NPOPCHG_2012|NPOPCHG_2013|NPOPCHG_2014|NPOPCHG_2015|BIRTHS2010|BIRTHS2011|BIRTHS2012|BIRTHS2013|BIRTHS2014|BIRTHS2015|DEATHS2010|DEATHS2011|DEATHS2012|DEATHS2013|DEATHS2014|DEATHS2015|NATURALINC2010|NATURALINC2011|NATURALINC2012|NATURALINC2013|NATURALINC2014|NATURALINC2015|INTERNATIONALMIG2010|INTERNATIONALMIG2011|INTERNATIONALMIG2012|INTERNATIONALMIG2013|INTERNATIONALMIG2014|INTERNATIONALMIG2015|DOMESTICMIG2010|DOMESTICMIG2011|DOMESTICMIG2012|DOMESTICMIG2013|DOMESTICMIG2014|DOMESTICMIG2015|NETMIG2010|NETMIG2011|NETMIG2012|NETMIG2013|NETMIG2014|NETMIG2015|RESIDUAL2010|RESIDUAL2011|RESIDUAL2012|RESIDUAL2013|RESIDUAL2014|RESIDUAL2015|GQESTIMATESBASE2010|GQESTIMATES2010|GQESTIMATES2011|GQESTIMATES2012|GQESTIMATES2013|GQESTIMATES2014|GQESTIMATES2015|RBIRTH2011|RBIRTH2012|RBIRTH2013|RBIRTH2014|RBIRTH2015|RDEATH2011|RDEATH2012|RDEATH2013|RDEATH2014|RDEATH2015|RNATURALINC2011|RNATURALINC2012|RNATURALINC2013|RNATURALINC2014|RNATURALINC2015|RINTERNATIONALMIG2011|RINTERNATIONALMIG2012|RINTERNATIONALMIG2013|RINTERNATIONALMIG2014|RINTERNATIONALMIG2015|RDOMESTICMIG2011|RDOMESTICMIG2012|RDOMESTICMIG2013|RDOMESTICMIG2014|RDOMESTICMIG2015|RNETMIG2011|RNETMIG2012|RNETMIG2013|RNETMIG2014|RNETMIG2015
050|3|5|24|047|Maryland|Worcester County|51454|51451|51476|51435|51551|51505|51563|51540|25|-41|116|-46|58|-23|113|440|463|426|447|438|122|603|591|598|621|635|-9|-163|-128|-172|-174|-197|16|63|57|64|68|69|28|49|190|81|214|69|44|112|247|145|282|138|-10|10|-3|-19|-50|36|735|735|729|731|719|721|721|8.551078116|8.9915134096|8.2673497904|8.673885202|8.4963580109|11.718863873|11.477288175|11.605340786|12.050296891|12.317779308|-3.167785757|-2.485774766|-3.337990995|-3.376411689|-3.821421297|1.2243589121|1.1069465753|1.242043161|1.3195172119|1.3384673579|0.9522791538|3.6898219175|1.5719608756|4.1525982846|1.3384673579|2.1766380659|4.7967684928|2.8140040366|5.4721154966|2.6769347158
050|4|9|53|051|Washington|Pend Oreille County|13001|13001|12963|12937|12985|12891|-9999999|13088|-38|-26|48|-94|50|147|26|115|101|121|112|117|54|146|129|155|137|144|-28|-31|-28|-34|-25|-27|0|-1|-1|-1|-1|-1|-7|16|77|-46|77|179|-7|15|76|-47|76|178|-3|-10|0|-13|-1|-4|98|98|98|98|98|98|98|8.8803088803|7.792608595|9.3522955635|8.6714152989|8.9899727227|11.274131274|9.9529357303|11.980213325|10.606999071|11.064581813|-2.393822394|-2.160327135|-2.627917762|-1.935583772|-2.07460909|-0.077220077|-0.077154541|-0.077291699|-0.077423351|-0.076837374|1.2355212355|5.9408996219|-3.555418148|5.961598018|13.753889892|1.1583011583|5.8637450814|-3.632709847|5.8841746671|13.677052518
050|2|3|18|125|Indiana|Pike County|12845|12844|12850|12759|12779|12660|12641|12594|6|-91|20|-119|-19|-47|39|140|140|138|159|149|18|145|139|129|144|141|21|-5|1|9|15|8|0|2|3|3|3|3|-10|-86|15|-121|-27|-58|-10|-84|18|-118|-24|-55|-5|-2|1|-10|-10|0|213|213|213|213|213|213|213|10.933656137|10.964053567|10.849483077|12.568673175|11.808995443|11.324143856|10.885738899|10.141908094|11.382949291|11.174955419|-0.390487719|0.0783146683|0.7075749833|1.1857238844|0.6340400238|0.1561950877|0.234944005|0.2358583278|0.2371447769|0.2377650089|-6.71638877|1.1747200251|-9.512952553|-2.134302992|-4.596790172|-6.560193682|1.4096640301|-9.277094225|-1.897158215|-4.359025163
040|2|4|29|000|Missouri|Missouri|5988927|5988927|5996052|6010587|6025468|6043708|6063827|6083672|7125|14535|14881|18240|20119|19845|19012|76238|75429|75176|75643|75559|13179|55976|55632|57575|56434|56491|5833|20262|19797|17601|19209|19068|1856|7573|8791|8922|10021|10210|-276|-13426|-13454|-7792|-8126|-8744|1580|-5853|-4663|1130|1895|1466|-288|126|-253|-491|-985|-689|174142|173873|173937|174286|174447|174962|174938|12.699307441|12.53384103|12.457519884|12.495194108|12.440256221|9.3241747337|9.2442249558|9.5408336079|9.3221287405|9.3008445607|3.3751327078|3.2896160744|2.9166862758|3.173065368|3.13941166|1.2614687591|1.4607776385|1.4784770725|1.6553328155|1.6810044603|-2.236429362|-2.235616238|-1.291223195|-1.342304606|-1.439637904|-0.974960603|-0.7748386|0.1872538771|0.3130282093|0.2413665562
050|2|4|27|111|Minnesota|Otter Tail County|57303|57303|57282|57332|57305|57579|57622|57716|-21|50|-27|274|43|94|164|561|624|631|673|643|162|679|692|646|679|671|2|-118|-68|-15|-6|-28|9|59|47|57|63|64|-26|113|-4|275|38|26|-17|172|43|332|101|90|-6|-4|-2|-43|-52|32|1188|1188|1188|1188|1188|1183|1184|9.7893800059|10.886537505|10.984993559|11.683926355|11.149837868|11.848465283|12.072890951|11.246126528|11.788092117|11.635367355|-2.059085278|-1.186353446|-0.261132969|-0.104165762|-0.485529487|1.0295426388|0.8199795877|0.9923052818|1.0937405057|1.1097816851|1.9718359014|-0.069785497|4.7874377633|0.6597164955|0.4508488096|3.0013785401|0.7501940909|5.7797430452|1.7534570012|1.5606304947
050|1|1|23|027|Maine|Waldo County|38786|38786|38816|38816|38914|38970|39025|39155|30|0|98|56|55|130|110|374|400|375|353|348|112|371|366|357|390|398|-2|3|34|18|-37|-50|5|38|53|57|64|64|29|-25|11|-17|3|126|34|13|64|40|67|190|-2|-16|0|-2|25|-10|501|501|501|501|501|501|501|9.6352019786|10.292036537|9.6297057162|9.0518622989|8.902532617|9.5579142622|9.4172134311|9.1674798418|10.000641067|10.181632131|0.0772877164|0.8748231056|0.4622258744|-0.948778768|-1.279099514|0.9789777411|1.3636948411|1.4637152689|1.6411308417|1.6372473778|-0.644064303|0.2830310048|-0.436546659|0.0769280082|3.2233307751|0.3349134378|1.6467258459|1.0271686097|1.7180588499|4.860578153
050|4|8|35|051|New Mexico|Sierra County|11988|11988|12023|12025|11878|11557|11332|11282|35|2|-147|-321|-225|-50|17|93|75|111|117|112|30|230|232|248|237|217|-13|-137|-157|-137|-120|-105|0|-1|-2|-2|-2|-2|49|118|15|-163|-99|48|49|117|13|-165|-101|46|-1|22|-3|-19|-4|9|265|265|265|265|265|265|265|7.7345309381|6.2753629252|9.4730104544|10.223251343|9.9053683559|19.128409847|19.411789315|21.164924259|20.708637337|19.19165119|-11.39387891|-13.13642639|-11.6919138|-10.48538599|-9.286282834|-0.083166999|-0.167343011|-0.170684873|-0.174756433|-0.176881578|9.8137059215|1.255072585|-13.91081715|-8.650443444|4.2451578668|9.7305389222|1.0877295737|-14.08150203|-8.825199878|4.068276289
050|3|5|12|053|Florida|Hernando County|172778|172775|172970|172838|173047|174016|175704|178439|195|-132|209|969|1688|2735|368|1519|1438|1440|1496|1518|638|2483|2467|2512|2521|2569|-270|-964|-1029|-1072|-1025|-1051|46|144|166|172|224|227|412|749|1066|1654|2337|3449|458|893|1232|1826|2561|3676|7|-61|6|215|152|110|1828|1828|1828|1770|1838|1837|1827|8.7852218572|8.3149023519|8.298205225|8.5554157612|8.5728081594|14.360570027|14.264856817|14.475758004|14.417248084|14.508263611|-5.57534817|-5.949954465|-6.177552779|-5.861832323|-5.935455452|0.8328320918|0.9598565997|0.991174513|1.2810248199|1.2819680186|4.3318835886|6.1638984055|9.5314107237|13.364977696|19.478007472|5.1647156804|7.1237550053|10.522585237|14.646002516|20.75997549
050|3|5|45|069|South Carolina|Marlboro County|28933|28933|28896|28479|28154|27951|27889|27494|-37|-417|-325|-203|-62|-395|78|285|306|304|312|301|52|303|318|372|334|318|26|-18|-12|-68|-22|-17|1|9|8|10|11|11|-61|-423|-326|-122|-32|-388|-60|-414|-318|-112|-21|-377|-3|15|5|-23|-19|-1|3291|3292|3293|3303|3306|3306|3182|9.9346405229|10.806420285|10.836823812|11.1747851|10.869761479|10.562091503|11.230201473|13.260850192|11.962750716|11.483668274|-0.62745098|-0.423781188|-2.424026379|-0.787965616|-0.613906795|0.3137254902|0.2825207918|0.3564744675|0.393982808|0.3972338082|-14.74509804|-11.51272226|-4.348988504|-1.146131805|-14.01151978|-14.43137255|-11.23020147|-3.992514036|-0.752148997|-13.61428597
050|2|4|31|105|Nebraska|Kimball County|3821|3821|3820|3781|3775|3666|3690|3689|-1|-39|-6|-109|24|-1|9|44|40|37|41|39|3|57|63|47|33|33|6|-13|-23|-10|8|6|0|8|2|2|2|2|-5|-33|16|-98|12|-8|-5|-25|18|-96|14|-6|-2|-1|-1|-3|2|-1|48|48|48|42|46|44|42|11.577424023|10.587612493|9.944899879|11.147362697|10.570538013|14.998026575|16.675489677|12.632710657|8.9722675367|8.9443013959|-3.420602552|-6.087877184|-2.687810778|2.1750951604|1.6262366174|2.104986186|0.5293806247|0.5375621556|0.5437737901|0.5420788725|-8.683068017|4.2350449974|-26.34054563|3.2626427406|-2.16831549|-6.578081831|4.764425622|-25.80298347|3.8064165307|-1.626236617
040|2|3|26|000|Michigan|Michigan|9883640|9884129|9877369|9876589|9886879|9900506|9916306|9922576|-6760|-780|10290|13627|15800|6270|29102|113984|113080|113008|114148|114521|22145|89873|89050|92315|91505|90822|6957|24111|24030|20693|22643|23699|3796|17972|19598|21268|24255|24202|-18052|-43108|-33437|-28825|-28797|-38911|-14256|-25136|-13839|-7557|-4542|-14709|539|245|99|491|-2301|-2720|229500|228901|226996|227029|226877|226745|227185|11.540370796|11.443335755|11.422226838|11.520319212|11.545106221|9.0992397574|9.0115763084|9.3306922567|9.2350878638|9.1559594941|2.4411310381|2.4317594463|2.0915345812|2.285231348|2.3891467271|1.8195847131|1.9832551655|2.1496524174|2.4479214921|2.4398552297|-4.364492422|-3.383717878|-2.913472397|-2.906320149|-3.922700886|-2.544907709|-1.400462712|-0.763819979|-0.458398657|-1.482845656
050|3|7|22|109|Louisiana|Terrebonne Parish|111860|111584|111544|-9999999|111754|112756|113579|113972|-40|107|103|1002|823|393|394|1675|1666|1569|1696|1714|236|963|960|1046|1047|1045|158|712|706|523|649|669|17|74|66|81|91|92|-216|-651|-681|362|136|-375|-199|-577|-615|443|227|-283|1|-28|12|36|-53|7|1479|1479|1479|1479|1479|1479|1479|15.009296803|14.914616951|13.977105697|14.986634855|15.064754714|8.6292255651|8.5942570668|9.3180704646|9.2517728146|9.184754187|6.3800712382|6.3203598845|4.6590352323|5.7348620408|5.8800005274|0.6630972916|0.5908551733|0.7215714222|0.80411779|0.808609938|-5.833464011|-6.096551107|3.224800677|1.2017584554|-3.295964421|-5.17036672|-5.505695933|3.9463720992|2.0058762454|-2.487354483
050|3|7|48|251|Texas|Johnson County|150934|150943|151259|151955|153394|154699|157213|159990|316|696|1439|1305|2514|2777|482|1908|1953|1939|2057|2069|228|1282|1172|1269|1245|1244|254|626|781|670|812|825|29|115|88|98|122|127|34|38|588|520|1596|1680|63|153|676|618|1718|1807|-1|-83|-18|17|-16|145|2644|2645|2642|2655|2677|2693|2694|12.585170869|12.791920065|12.587108438|13.189617584|13.045273847|8.456073928|7.6764620156|8.2377723609|7.983020852|7.8435575956|4.1290969414|5.1154580496|4.3493360771|5.2065967324|5.2017162511|0.7585401729|0.5763896394|0.6361715456|0.7822719229|0.8007490471|0.2506480571|3.8513307723|3.3756041195|10.233655646|10.59258582|1.0091882301|4.4277204117|4.0117756651|11.015927569|11.393334868
050|3|6|47|151|Tennessee|Scott County|22228|22228|22235|22110|22157|22004|21994|21950|7|-125|47|-153|-10|-44|70|224|286|278|282|288|70|261|268|271|281|265|0|-37|18|7|1|23|0|-1|-1|-1|-1|-1|9|-76|33|-164|-11|-71|9|-77|32|-165|-12|-72|-2|-11|-3|5|1|5|264|264|264|264|264|264|264|10.102604578|12.921589446|12.590294604|12.818764489|13.10759148|11.77133837|12.108342558|12.273272797|12.773307878|12.06080466|-1.668733792|0.8132468882|0.3170218066|0.0454566117|1.0467868196|-0.045100913|-0.045180383|-0.04528883|-0.045456612|-0.04551247|-3.42766941|1.4909526284|-7.42736804|-0.500022728|-3.2313854|-3.472770324|1.4457722457|-7.472656869|-0.54547934|-3.27689787
050|3|5|12|129|Florida|Wakulla County|30776|30783|30835|30938|30804|30965|31399|31535|52|103|-134|161|434|136|68|336|311|301|334|316|76|224|255|259|220|230|-8|112|56|42|114|86|2|11|15|16|19|19|57|-12|-210|95|309|4|59|-1|-195|111|328|23|1|-8|5|8|-8|27|3428|3426|3406|3260|3591|3676|3431|10.878539168|10.074179651|9.7459890884|10.711307806|10.042266501|7.2523594451|8.2601794564|8.3860836342|7.0553524469|7.3092446055|3.6261797225|1.8140001944|1.3599054542|3.6559553589|2.733021896|0.3561426513|0.4858929092|0.5180592206|0.6093258931|0.6038071631|-0.388519256|-6.802500729|3.0759766226|9.9095632095|0.1271172975|-0.032376605|-6.31660782|3.5940358432|10.518889103|0.7309244605
050|2|3|39|011|Ohio|Auglaize County|45949|45949|45934|45819|45875|45907|45890|45876|-15|-115|56|32|-17|-14|128|571|512|535|527|540|106|462|452|523|474|475|22|109|60|12|53|65|4|26|26|29|32|32|-42|-288|-26|-40|-116|-160|-38|-262|0|-11|-84|-128|1|38|-4|31|14|49|525|525|525|525|525|525|525|12.446459516|11.167579122|11.658059314|11.481856706|11.769064795|10.070515405|9.8588784435|11.396570134|10.327134874|10.352418107|2.3759441108|1.3087006783|0.2614891809|1.1547218319|1.4166466883|0.5667389622|0.5671036273|0.6319321871|0.69719054|0.6974260619|-6.277723889|-0.567103627|-0.871630603|-2.527315707|-3.48713031|-5.710984927|0|-0.239698416|-1.830125167|-2.789704248
050|4|8|49|009|Utah|Daggett County|1059|1061|1074|1166|1095|1139|1120|1109|13|92|-71|44|-19|-11|10|11|8|14|9|11|0|5|5|9|6|4|10|6|3|5|3|7|0|0|1|1|1|1|4|80|-75|45|-24|-14|4|80|-74|46|-23|-13|-1|6|0|-7|1|-5|63|63|63|63|63|63|63|9.8214285714|7.0765148165|12.533572068|7.96812749|9.8698968147|4.4642857143|4.4228217603|8.0572963295|5.3120849934|3.5890533872|5.3571428571|2.6536930562|4.4762757386|2.6560424967|6.2808434275|0|0.8845643521|0.8952551477|0.8853474989|0.8972633468|71.428571429|-66.3423264|40.286481647|-21.24833997|-12.56168686|71.428571429|-65.45776205|41.181736795|-20.36299247|-11.66442351
050|3|5|37|189|North Carolina|Watauga County|51079|51079|50981|51563|52050|52293|52388|52906|-98|582|487|243|95|518|76|360|362|342|350|352|97|362|314|320|311|339|-21|-2|48|22|39|13|3|15|28|33|38|38|-79|569|402|237|47|508|-76|584|430|270|85|546|-1|0|9|-49|-29|-41|5323|5323|5624|5926|5884|5718|5719|7.0213761897|6.9875401735|6.5553031828|6.6869823559|6.68604099|7.0603838352|6.0610155096|6.1336170131|5.9418614648|6.4391133398|-0.039007645|0.9265246639|0.4216861697|0.7451208911|0.2469276502|0.2925573412|0.5404727206|0.6325292545|0.7260152272|0.721788516|11.097675144|7.7596440601|4.5427101003|0.8979662021|9.6491727924|11.390232486|8.3001167807|5.1752393548|1.6239814293|10.370961308
050|3|7|05|149|Arkansas|Yell County|22185|22185|22155|21939|21809|21797|21916|21713|-30|-216|-130|-12|119|-203|79|320|281|297|265|265|88|215|270|265|239|231|-9|105|11|32|26|34|6|27|17|22|29|31|-26|-348|-156|-65|1|-264|-20|-321|-139|-43|30|-233|-1|0|-2|-1|63|-4|323|323|323|323|323|323|323|14.51444641|12.846301545|13.621978627|12.124539611|12.147883289|9.7518936817|12.343421414|12.154290694|10.934962139|10.589286942|4.7625527283|0.5028801317|1.4676879329|1.1895774712|1.5585963465|1.2246564158|0.7771783853|1.0090354538|1.3268364102|1.4210731394|-15.78446047|-7.131754594|-2.981241114|0.0457529797|-12.10204222|-14.55980405|-6.354576209|-1.97220566|1.3725893899|-10.68096908
050|3|5|12|081|Florida|Manatee County|322833|322833|323429|327320|333954|342229|351771|363369|596|3891|6634|8275|9542|11598|778|3328|3438|3366|3489|3543|849|3439|3504|3388|3705|3742|-71|-111|-66|-22|-216|-199|236|1017|1048|1152|1350|1356|430|2820|5616|6949|7480|10755|666|3837|6664|8101|8830|12111|1|165|36|196|928|-314|4817|4817|4817|4816|4814|4816|4816|10.22821395|10.398110314|9.9558847235|10.054755043|9.9085493749|10.569359308|10.597724998|10.020955865|10.677233429|10.46508376|-0.341145357|-0.199614683|-0.065071142|-0.622478386|-0.556534385|3.1256290828|3.1696392116|3.4073616166|3.8904899135|3.7922644517|8.6669360998|16.985394859|20.553607529|21.556195965|30.07802668|11.792565183|20.155034071|23.960969146|25.446685879|33.870291132
050|3|7|48|383|Texas|Reagan County|3367|3367|3348|3385|3466|3601|-9999999|3792|-19|37|81|135|145|46|13|44|43|68|89|91|2|17|25|38|16|15|11|27|18|30|73|76|0|2|2|3|5|5|-29|7|60|100|68|-33|-29|9|62|103|73|-28|-1|1|1|2|-1|-2|27|27|30|30|33|30|30|13.069953958|12.552911984|19.244375265|24.227575881|24.144335367|5.0497549384|7.2982046417|10.754209707|4.3555192596|3.9798355001|8.0201990198|5.254707342|8.4901655582|19.872056622|20.164499867|0.5940888163|0.5838563713|0.8490165558|1.3610997686|1.3266118334|2.079310857|17.51569114|28.300551861|18.510956853|-8.7556381|2.6733996733|18.099547511|29.149568417|19.872056622|-7.429026267
050|4|9|41|047|Oregon|Marion County|315335|315335|315960|317896|319945|321914|325838|330700|625|1936|2049|1969|3924|4862|1202|4462|4327|4301|4379|4438|635|2545|2570|2690|2648|2677|567|1917|1757|1611|1731|1761|51|347|262|319|418|446|18|-245|68|27|1619|2452|69|102|330|346|2037|2898|-11|-83|-38|12|156|203|10429|10430|10414|10692|10666|10712|10725|14.078907512|13.567644601|13.401697257|13.520606652|13.519400248|8.0302150646|8.0584346256|8.3819031906|8.1759685806|8.1548973555|6.0486924475|5.5092099755|5.0197940669|5.3446380714|5.3645028924|1.0948859047|0.8215213509|0.9939877761|1.2906173968|1.3586418456|-0.773046244|0.2132192819|0.0841306268|4.9988267115|7.4694838684|0.3218396607|1.0347406329|1.078118403|6.2894441082|8.828125714
050|2|4|29|163|Missouri|Pike County|18516|18516|18484|18639|18532|18579|18485|18348|-32|155|-107|47|-94|-137|51|221|231|199|225|208|63|171|183|199|205|192|-12|50|48|0|20|16|1|-1|-1|-1|0|0|-21|102|-158|47|-107|-111|-20|101|-159|46|-107|-111|0|4|4|1|-7|-42|2162|2162|2301|2293|2292|2305|2181|11.906365326|12.429044147|10.724583008|12.141161235|11.294219857|9.2126175147|9.8463856232|10.724583008|11.061946903|10.425433714|2.6937478113|2.5826585241|0|1.079214332|0.8687861429|-0.053874956|-0.053805386|-0.053892377|0|0|5.4952455351|-8.501250975|2.5329417154|-5.773796676|-6.027203866|5.4413705789|-8.555056361|2.4790493385|-5.773796676|-6.027203866
050|3|7|48|493|Texas|Wilson County|42918|42913|43075|43705|44450|45429|46440|47520|162|630|745|979|1011|1080|103|443|511|464|558|543|114|346|305|349|364|371|-11|97|206|115|194|172|1|17|15|16|20|20|172|505|527|838|749|837|173|522|542|854|769|857|0|11|-3|10|48|51|551|551|553|547|533|531|532|10.209725743|11.593216494|10.32499249|12.147732097|11.558109834|7.9741876008|6.9196301968|7.7659965064|7.9243270309|7.8969774372|2.2355381424|4.6735862969|2.5589959835|4.2234050659|3.6611323968|0.3917953445|0.3403096818|0.3560342238|0.4354025841|0.4257130694|11.638626412|11.956213488|18.647292471|16.305826775|17.816091954|12.030421756|12.296523169|19.003326695|16.741229359|18.241805023
050|1|2|36|003|New York|Allegany County|48946|48923|48951|48825|48258|48026|47781|47462|28|-126|-567|-232|-245|-319|120|540|464|497|462|465|75|471|471|489|447|447|45|69|-7|8|15|18|18|73|65|74|84|84|-26|-242|-643|-325|-312|-375|-8|-169|-578|-251|-228|-291|-9|-26|18|11|-32|-46|4584|4580|4568|4396|4301|4357|4358|11.045655376|9.5588311033|10.32362594|9.6443892409|9.7644971284|9.6342660776|9.703037607|10.157450874|9.3312597201|9.3865165944|1.411389298|-0.144206504|0.1661750654|0.3131295208|0.377980534|1.4932089674|1.3390603916|1.5371193552|1.7535253165|1.7639091587|-4.950090002|-13.24639741|-6.750862033|-6.513094033|-7.874594458|-3.456881034|-11.90733702|-5.213742678|-4.759568716|-6.1106853
040|1|1|25|000|Massachusetts|Massachusetts|6547629|6547817|6565036|6611797|6657780|6708810|6755124|-9999999|17219|46761|45983|51030|46314|39298|18647|73185|72208|72165|72430|73104|12292|54016|52418|54789|55092|55291|6355|19169|19790|17376|17338|17813|7065|34944|35490|37851|43576|43508|3740|-4856|-8846|-3472|-11694|-21805|10805|30088|26644|34379|31882|21703|59|-2496|-451|-725|-2906|-218|239070|245407|246850|247666|247210|252286|252083|11.108131977|10.883240664|10.797817544|10.759113941|10.790619848|8.1986316439|7.9004779127|8.197902382|8.1836408289|8.1613066593|2.9095003329|2.9827627512|2.5999151616|2.5754731121|2.6293131888|5.3038541203|5.3490778191|5.6635237559|6.4729966739|6.422060193|-0.737051156|-1.333275356|-0.519504227|-1.737085164|-3.218558024|4.566802964|4.015802463|5.1440195293|4.73591151|3.203502169
040|3|6|47|000|Tennessee|Tennessee|6346105|6346275|6356585|6398408|6455469|6496130|6547779|6600299|10310|41823|57061|40661|51649|52520|19663|78616|80305|80270|80350|81261|14315|60201|60628|63513|62948|62474|5348|18415|19677|16757|17402|18787|1854|7928|9263|9153|10505|10843|3187|15712|27829|13236|23555|21425|5041|23640|37092|22389|34060|32268|-79|-232|292|1515|187|1465|153628|153635|154214|154282|154437|153555|153726|12.327094182|12.495062774|12.395380678|12.319926488|12.360894117|9.4395974972|9.4334184153|9.8077465184|9.6517079351|9.5031380252|2.8874966846|3.0616443584|2.5876341601|2.6682185532|2.8577560918|1.2431210272|1.4412772115|1.4134162122|1.6107134755|1.6493665462|2.4636626614|4.3300554377|2.0439175117|3.611647398|3.2590314721|3.7067836886|5.7713326493|3.4573337238|5.2223608736|4.9083980183
050|3|6|47|057|Tennessee|Grainger County|22657|22652|22709|22722|22633|22663|22815|22846|57|13|-89|30|152|31|71|205|229|214|235|226|76|238|238|284|283|256|-5|-33|-9|-70|-48|-30|0|1|0|1|1|1|60|56|-80|100|199|42|60|57|-80|101|200|43|2|-11|0|-1|0|18|151|151|151|151|151|151|151|9.0246747815|10.098114872|9.4489579654|10.334667312|9.8990385668|10.477427307|10.494984015|12.539738608|12.445578082|11.213070235|-1.452752526|-0.396869143|-3.090780643|-2.11091077|-1.314031668|0.0440228038|0|0.0441540092|0.0439773077|0.0438010556|2.4652770135|-3.527725719|4.4154009184|8.7514842341|1.8396443354|2.5092998173|-3.527725719|4.4595549276|8.7954615418|1.883445391
050|2|3|18|085|Indiana|Kosciusko County|77358|77356|77340|77363|77610|77876|78445|78620|-16|23|247|266|569|175|254|996|958|1041|1072|1057|157|650|649|760|661|658|97|346|309|281|411|399|14|45|43|52|65|65|-128|-337|-105|-51|149|-232|-114|-292|-62|1|214|-167|1|-31|0|-16|-56|-57|1568|1568|1590|1594|1595|1593|1594|12.876285528|12.363443955|13.390273079|13.715367737|13.459395792|8.4031983866|8.375652533|9.7757997505|8.4569571587|8.3786967179|4.4730871412|3.9877914217|3.6144733288|5.2584105782|5.0806990736|0.5817598883|0.5549353758|0.6688705092|0.8316221109|0.8276828065|-4.356735164|-1.355074755|-0.656007615|1.9063337619|-2.95419094|-3.774975275|-0.800139379|0.0128628944|2.7379558729|-2.126508134
050|3|6|21|147|Kentucky|McCreary County|18306|18306|18291|18272|18049|17919|17886|17878|-15|-19|-223|-130|-33|-8|70|241|245|233|227|216|67|177|203|212|173|164|3|64|42|21|54|52|0|-4|-1|-1|-1|-1|-18|-72|-267|-144|-100|-27|-18|-76|-268|-145|-101|-28|0|-7|3|-6|14|-32|2111|2080|2081|2047|2018|2086|2144|13.182725706|13.490817984|12.955960854|12.679793325|12.079185773|9.6819188797|11.17810633|11.788256228|9.6634548247|9.1712336428|3.5008068266|2.3127116544|1.1677046263|3.0163385002|2.9079521306|-0.218800427|-0.055064563|-0.055604982|-0.05585812|-0.055922156|-3.93840768|-14.70223837|-8.007117438|-5.585812037|-1.509898222|-4.157208107|-14.75730294|-8.06272242|-5.641670158|-1.565820378
050|2|3|18|111|Indiana|Newton County|14244|14244|14240|14115|14062|14029|14072|14008|-4|-125|-53|-33|43|-64|27|139|155|136|126|129|38|177|149|171|126|139|-11|-38|6|-35|0|-10|2|7|4|5|7|7|6|-94|-62|4|47|-56|8|-87|-58|9|54|-49|-1|0|-1|-7|-11|-5|170|170|170|169|168|168|168|9.804267325|11.001880967|9.6828165605|8.9676523967|9.188034188|12.484570622|10.576001704|12.174717881|8.9676523967|9.9002849003|-2.680303297|0.4258792632|-2.491901321|0|-0.712250712|0.4937400811|0.2839195088|0.355985903|0.4982029109|0.4985754986|-6.630223946|-4.400752387|0.2847887224|3.3450766877|-3.988603989|-6.136483865|-4.116832878|0.6407746253|3.8432795986|-3.49002849
050|2|4|29|179|Missouri|Reynolds County|6696|6694|6677|6681|6660|6579|6540|6432|-17|4|-21|-81|-39|-108|13|68|58|68|56|61|32|92|69|82|86|93|-19|-24|-11|-14|-30|-32|0|0|0|0|0|0|4|-23|-5|-70|-17|-63|4|-23|-5|-70|-17|-63|-2|51|-5|3|8|-13|101|101|101|101|101|101|101|10.181164845|8.6950003748|10.272679205|8.5372360698|9.4048720321|13.774517143|10.34405217|12.387642571|13.110755393|14.338575393|-3.593352298|-1.649051795|-2.114963366|-4.573519323|-4.933703361|0|0|0|0|0|-3.443629286|-0.749568998|-10.57481683|-2.59166095|-9.713228492|-3.443629286|-0.749568998|-10.57481683|-2.59166095|-9.713228492
050|3|7|48|033|Texas|Borden County|641|641|643|628|613|638|654|648|2|-15|-15|25|16|-6|1|5|3|8|10|14|0|6|6|4|4|7|1|-1|-3|4|6|7|0|0|0|0|0|0|1|-14|-12|25|8|-10|1|-14|-12|25|8|-10|0|0|0|-4|2|-3|0|0|0|0|0|0|0|7.8678206137|4.8348106366|12.789768185|15.479876161|21.505376344|9.4413847364|9.6696212732|6.3948840927|6.1919504644|10.752688172|-1.573564123|-4.834810637|6.3948840927|9.2879256966|10.752688172|0|0|0|0|0|-22.02989772|-19.33924255|39.96802558|12.383900929|-15.3609831|-22.02989772|-19.33924255|39.96802558|12.383900929|-15.3609831
050|3|6|28|045|Mississippi|Hancock County|43929|44014|44102|44762|45327|45592|46035|46420|88|660|565|265|443|385|120|431|479|475|535|529|134|419|391|462|433|418|-14|12|88|13|102|111|21|27|63|42|44|56|83|598|407|181|316|267|104|625|470|223|360|323|-2|23|7|29|-19|-49|547|547|548|549|548|548|548|9.7002160605|10.633928671|10.448861074|11.677780567|11.4434049|9.4301404393|8.6803050317|10.162892245|9.4513625896|9.0422367638|0.2700756212|1.9536236388|0.2859688294|2.2264179772|2.4011681358|0.6076701476|1.3986169233|0.923899295|0.960415598|1.2114001406|13.458768455|9.0355093297|3.9815660093|6.897530204|5.7757828133|14.066438603|10.434126253|4.9054653043|7.857945802|6.9871829539
